"tweet","sentiments","labels"
"sabes que tu vida es muy puta cuando empiezas las clases en menos de una semana",\N,-1
"Acaso se nota que extraño muchísimo a Irene y a LucíaAAAAA. Es una broma esto",\N,-1
"q en horas estemos en septiembre, perdona?????  24 junio dnde stas",\N,-1
"Vas tranquilo por la calle y por la cara te encuentras a una persona que no tienes ganas de ver",\N,-1
"@OnceInfinito lo malo es cuando no hace falta traducirlos porque los entiendes...",\N,-1
"Que me dejen de llegar correos de la universidad cuando estoy en el pueblo POR FAVOR",\N,-1
"@AngelMica13 Es que los tiempos son distintos en cada país  A trabajar todos!",\N,-1
"@Roberto_R_R De verdad, la involución humana es un hecho ya... ¡Qué pena!  @elcorreogallego",\N,-1
"@nightmareoscura malditos conductores a los que dan el carnet en la tómbola",\N,-1
"@RoarFurii Furiiii a que hora a acabado el directo? no llege a verlo",\N,-1
"@NariSpringfield No sé si saldrá algo relacionado con Escocia, pero los paisajes son increíbles",\N,-1
"@MattiaSola1 @kalashkokirikov tío, que no, que yo soy el dalas pero cutre, déjame",\N,-1
"@Juansfy yo solo quiero que tu cuerpo este tan fuerte como tu mente",\N,-1
"@pauladiaz_coach un placer guapa!! @alexdurana es un sol!! bueno, los dos los sois",\N,-1
"La escena spoby es tan bonita y tan triste y no paro de llorar damn",\N,-1
"@SaraWiggum @SergloPsycho lo gracioso es que no se de donde voy a sacar tiempo",\N,-1
"@SrHador No estoy de acuerd retwitteo cuando creo conveniente, pero aporto mi opinión citando y divulgando, y así seguiré  @EnekoHumor",\N,-1
"@IKEASpain es el mismo así que tomo nota de todo  #gracias",\N,-1
"@Compotita @ttarlop no me he enfadado  solo he puesto voz de abuelo cebolleta",\N,-1
"Creo que voy a hacer nuggets vegetarianos y patatas porque no sé qué hacer de comer y",\N,-1
"@eloycanovas gracias, Eloy!! intentando aproximar mis perlas a las tuyas",\N,-1
"Increíble el directo de hoy me lo he pasado  de puta madre muchísimas gracias a todos",\N,-1
"Quiero que alguien me diga cosas bonitas",\N,-1
"Quita rubiete el stream y me hago un 2vs1 impresionante",\N,-1
"@DiariodeMasacre tio me estoy rallando, necesitamos comunicado oficial de lo que ha pasado",\N,-1
"@varitoponchito pues sí ya tienes claro que me he precipitado no hace falta que me lo preguntes",\N,-1
"@RaulNV oye, q llevo todo el verano pringando!! Me merecia una recompensa ya",\N,-1
"@antxonp  Mi producción, como puedes ver, es escasa  ¡Pero seguro que estarán buenísimas!! Je, je, je",\N,-1
"También me gustaría jugar a la Beta abierta de Battlefield. Pero no se a que hora sale",\N,-1
"Al igual solo es estres, perdón  @rachelstormborn",\N,-1
"@beritoospina Un poder pedir fin del acoso en una campaña publicitaria, estaría muy bien",\N,-1
"@YsabelGranger @gvila1 Nosotras haremos lo q sea menester para motivados",\N,-1
"@valecalderon94 jaja es que es imposible  y no te congelas.. Hace calor",\N,-1
"@merymrtn_ sin animo de ofender a las focas, que son lo mas mejor de este mundo",\N,-1
"@cronopioaustral Está hermosa esa niña. ¿Quién no se anima a planchar así? Saludos",\N,-1
"@menorking la tecnica esa es genial, no se de donde viene pero es super recomendable",\N,-1
"Quiero ver no apagues la luz y nadie viene conmigo",\N,-1
"Lo bueno es que ya puedo echar un vistazo al libro de arte sin spoilearme",\N,-1
"@VideojuegosGAME ultimo dia hoy? Nooooo  que yo iba el miercoles que vuelvo de las vacaciones.",\N,-1
"@imdariusb1tches nooo, quiero que me vaya pordede",\N,-1
"Y ya me tiene que gustar si el segundo está basado en Rebelión en la granja IMAGINAOS",\N,-1
"Iba a sacar a la perra y se me ha quedado la rodilla pillada",\N,-1
"Imágenes del verano en nuestra querida #Zaragoza. https://t.co/8ooXivv9B4",\N,-1
"@HCeretto la vemos juntas y lloramos juntas",\N,-1
"Bueno que buenas noches tras el bajón de las 03:24",\N,-1
"@LaiZorsGaming nooo  haced todo lo posible para hacerlo otra vez plz",\N,-1
"@Rubiu5 en vez de mandarme dm, dime qué tal estás, cuentame tu vida y tan felices todos",\N,-1
"Lo que me hace gracia es que os deis cuenta de que santapo es subnormal ahora",\N,-1
"@Garcia_Daniel13 Muy agradable, tiene la lengua fuera... ¿quieres una foto..?",\N,-1
"@RubHDReturns ni el bueno es tan bueno ni el malo es tan malo",\N,-1
"Alguien sabe como o dnd comprar la camiseta roja de la Vuelta que llevan l@s trabajador@s de Carrefour? Gracias  #PelotónCarrefour",\N,-1
"Hay algunos shojos de comedia romántica que me gustaría que se centraran un poco más en lo romántico",\N,-1
"A estas horas hace un mes estaba nerviosa no, lo siguiente porque le veía y ahora",\N,-1
"@CyPunto_ soy unranked , pero porque paso de hacerlas xd y mi novio se reia de mi ayer",\N,-1
"@elitron77 Efectos prácticos. Aprovechar el desorden del rival. Lo hacemos todos",\N,-1
"una chamana/curandera/partera veterana asexual seria un buen personaje para mi historia",\N,-1
"De nuevo lo veo imposible con tanta mención @BlasAuryn #FollowSpree. Por favor, mi apoyo lo tienes siempre",\N,-1
"Me veo toda la noche mirando al techo y rayado, queé bien",\N,-1
"Mañana vuelvo a trabajar después de 15 días de vacaciones. Donde quedan los 3 meses de verano de pequeños?  #QueDuroEsSerAdulto",\N,-1
"Iba a hacer lo de 1mi y medio llenando mi vacío, pero me puede la pereza",\N,-1
"Se me ha puesto una araña en la pierna y he montado un espectáculo en una terrazas",\N,-1
"@noorihabb aquí tienes a mi bae aka una egipcia preciosa que esta aprendiendo español. Os llevareis bien  @SalimBenserghin",\N,-1
"@Cotemadridista7 jajajaja un dia seguro que te lo dedicara, por una gran fan incondicional como tú",\N,-1
"no sé si hacerla rabiar y seguir pinchando o ya sudar, es que estoy cabreada",\N,-1
"@teldcc_xoxo nenaaaaaa viste como me va creciendo la enana ?? Se te extraña un buen wey..enserio  esas platicas nos falta...Gracias",\N,-1
"Pobre ilusa yo, pensé que me haríais algo de caso por una vez",\N,-1
"@Cristinabrachoc, muchas gracias. La verdad es que lo tienen fácil para acertar",\N,-1
"Luego lo mas seguro haga Periscope, alguien me va a ver?",\N,-1
"@tomatinacon mucha suerte para mañana y que vaya todo genial!",\N,-1
"@Aylinaylinchu @rompemelcorazon ta entonces me entendes porque no hablo chino amorrr",\N,-1
"Cuando contrato 500mbs extra y llevo consumido 3 Gb JAJAJA cuando vea la factura no habrá tanta risa",\N,-1
"Hulkenberg con ese cohete en recta es siempre complicado de adelantar. Se han ido demasiado Ricciardo y Rosberg",\N,-1
"@MikaCookies gracias por el follow   y espero que consigas muchas firmas ^^",\N,-1
"@EGonzalez_F1 @VirutasF1  Faltaría más que estuvieran pendientes de mí humilde condición",\N,-1
"Que bien, cuando marca el Madrid a mi portátil le apetece darme un pantallazo azul y reiniciarse",\N,-1
"@ElenaDiazGarcia el final volviendo a la aldea es quizá demasiado tierno",\N,-1
"@Demasiaupalbodi enhorabuena! Disfruta por los que nos quedamos en el camino",\N,-1
"Cuando tienes Spotify vinculado a Facebook y te borras la cuenta de éste último...",\N,-1
"@ElDesmarque_VCF No mericiamos la derrota, pero el puto arbitro, ha decidido lo contrario, no nos salen buenos arbitros.",\N,-1
"@Suqata vale. Soy lo que tú digas. No me conocía. Gracias por presentarme",\N,-1
"Y volvedme a llamar a mi xfavor, que yo también quiero hablar con vosotras Y deeeejad a Lidia tranquila",\N,-1
"La bso de titanic en radio clásica, me voy a morir de la depresión",\N,-1
"@InigoLuiz siento haberle faltado el respeto a tu ego al no haberte mencionado",\N,-1
"Pues casi 3000Km que le he metido al pobre coche estos 15 días",\N,-1
"@JoaquinRamirez @DiarioSUR Hola Joaquín, redifundimos. Un abrazo",\N,-1
"@LordTyrellGH Melanie era la mejor, encima la echaron el dia de su cumple  SINVERGUENZAS",\N,-1
"@uby77 @miguel_prat @titomartin67 @Mig31MN el de hacer la compra los domingos  en zonas beneficiadas",\N,-1
"@Barbarathenea que yo recuerde, no le he faltado al respeto, pase usted un buen día. Salud y república",\N,-1
"@LuisElgotera Difícil encontrar un chico que piense así, me alegro mucho de que lo hagas.",\N,-1
"@juanrallo Seguro que la palabra ""social"" aparece en numerosas ocasiones",\N,-1
"Un vibrador que nos estudia...se adapta a nuestras necesidades. Lo mejor del #Verano este #juguete inteligente https://t.co/VLgBuWnYX7",\N,-1
"El señor @Vondalv no quiere jugar duoq conmigo",\N,-1
"@o_clinico y según tu ojo crítico  debe abrir toda la ciudad o solo zona puerto-anaga-plaza España?",\N,-1
"@lsanzo @velardedaoiz no le llames ""pobreza real"", que la liamos",\N,-1
". Con el Código ""Ninja"" 5℅ de descuento  en @SimpleDigitales Fiables y económicos!!",\N,-1
"Vengo hasta Carabanchel para estudiar pero la biblioteca esta cerrada",\N,-1
"@RSF_1909 @Guas0406 Tercera vía. Me uno el club. Siempre sin acritud",\N,-1
"@bernargimenez para nada, mi cuerpo se programa solo y no duermo más",\N,-1
"@Chamartin4ever El campeón de esa técnica es íntimo amigo de Valdano",\N,-1
"Dormir 2 horas, despertarte y ver la pantalla deñ móvil rajada",\N,-1
"@MalaSangrePaTi Ahora @RadioCable, antes @CarneCrudaRadio... triste deriva en la parrila de @La_SER  #YoSoyBerlin",\N,-1
"Mira que cucada Le he puesto hasta el lacito k llevaba el de ash  https://t.co/4ZHEft8f0q",\N,-1
"@SMagMell ""Hijo, me comes bien? Te vemo mas delgado..."" Frases de madres...",\N,-1
"@fernando_rueda aah Ok! Pues está genial porque no da sensación de estar encerrado",\N,-1
"Buenas noches  ha sido un buen, aunque caluroso, fin de semana o/",\N,-1
"una Go-Pro de calidad! proteccion bajo el agua y soporte de cabeza    porq ago tantas caras...OK EN FIN!",\N,-1
"@EstrellaSinMich Pues no se pierde nada, salvo mamarrachadas demodé.  @dmoralejo",\N,-1
"@Alba_p_m por lo menos hoy he mirado dos albergues   mañana pago",\N,-1
"@ayeste8 ¡Muchas gracias! A día de hoy, veo que suficiente si nos salvamos, no damos para mucho.¡Suerte para vosotros también!",\N,-1
"@GuerraCivilLeon Tremendo. Mañana a una hora de mayor actividad os meneo.",\N,-1
"@theJesusRoman no me considero conservadora en ese sentido pero claro siempre hablo desde mi perspectiva y opinión personal",\N,-1
"Os recordamos que tenemos una encuesta para premiar las mejores tiendas del país... visitad el enlace y votar https://t.co/pezrdzWLa8",\N,-1
"@MenarguezGil ya mismo seguro! Un abrazo fuerte",\N,-1
"@islatintero Es un gran artículo y muy útil. Como todo lo de la sección",\N,-1
"quiero tomarme una tila pero me da miedo quedarme atontada mañana",\N,-1
"Esta tocando Bolbora en mi pueblo y yo en la cama con 38 de fiebre",\N,-1
"Harvey es tan bonito con las fans que mira me quiero matar, quiero verlo",\N,-1
"@21LVA  el mejor jugador de España .que jugon",\N,-1
"@Ravel_18 estoy solo en casa ah espera que esto solo funciona si eres tia",\N,-1
"Y también dice caca solo que no me ha dado tiempo a grabarle",\N,-1
"Mañana tengo que ir otra vez al médico y seguro que me vuelven a decir que no puedo beber alcohol",\N,-1
"@Madeinmarsu No sé si está traducido, yo lo busqué hace tiempo y sólo lo encontré subtitulado",\N,-1
"@javimooont @_VickyReyes Hecho, pero no está previsto a corto/medio plazo",\N,-1
"@XariTSocial Por lo visto se ha quedado solo en tormentas aisladas",\N,-1
"@isabelgordejo @CeliaFlores9 qué tendrá brozas.. jaajajaja que me descontrola, será la mala influencia",\N,-1
"@Daraaacs pfff esque he llegado al 7 y se me ha hecho pesadisimo xd no me gusta",\N,-1
"@KraskanLOL a mi me dan un poquito de pena la verdad ... no van a ganar para psicologos",\N,-1
"Me he puesto a pensar una cosa y me estoy despollando sola en la habitación. Que pena doy",\N,-1
"@ponteaprueba Pablo de día y Paula de noche  Aquí me tenéis. Un verdadero placer chic@s!",\N,-1
"@b_urgell @protoeuskaldun ahora se me despierta la curiosidad de saber cuáles eran esos antiguos nombres...",\N,-1
"@Disasterology9 -ojos preciosos SÚPER grandes -mayas extravagantes -me debes un póster -muy agradable",\N,-1
"@Xesus_Villa hoy me he gastado 90 euros en LEGOs, así que los maletines van regular",\N,-1
"@beaamerinoo @Marttuty más bien una piedra pintada",\N,-1
"@SosakuRunner incluso los hay que hacen series, farleks y otras absurdidades para sufrir más ENTRENANDO!!!",\N,-1
"@Fanta_Esp @mangelrogel @CelopanYT me lo pase genial",\N,-1
"@kairosphos Gracias  Nunca es tarde  Muy feliz tarde de domingo  Un abrazo.",\N,-1
"@DreamsOfAMinion mejor así, que solo un grupo selecto lo sepa",\N,-1
"Qué bueno volver a reencontrarnos aquí, que tantos recuerdos me has dado... #AvilaMedieval #Avilaconencanto #Escapadas",\N,-1
"Entiendo que mi tarjeta gráfica se muera, lo que no entiendo es porque puedo ver algunos vídeos y otros no...",\N,-1
"Como me cuida mi chico! Buena cenita #Cena Brownie #Perfect… https://t.co/pAnrsx0umt",\N,-1
"@numarlolopez @Bonhamled2 las mismas y por idénticas razones que yo puedo tener",\N,-1
"@rafa_penya @Xabibenputa Iba a decir ""cabeza de chorlito"", pero es especista",\N,-1
"@felixcanadas No, solo hablamos de folklore sísmico, pero no de ese tema, jeje",\N,-1
"@Multi_Apuesta 4 minutos... La única que hago, y va a ser rojo... ¿soy gafe?",\N,-1
"Es que no había otra opción y necesitaba algo grasiento para curarme de la resaca",\N,-1
"@ferozirizamas Me los pusieron hace bien poco en casa de un colega, le dan serio",\N,-1
"@PaarkMin Disculpa, no estuvimos en Twitter  Si lo volvéis a hacer no dudéis en mencionarnos!",\N,-1
"@flipper no se si eso sigue vigente, a veces con menos me ha saltado",\N,-1
"Que rápido pasa el tiempo solo se que cobro cada mes y ni me da tiempo a gastar",\N,-1
"@MixieGK3 Oh, nice nice, yo estoy viéndome por cuarta vez Kill Bill",\N,-1
"@prensa14 @bezdiario Más una crónica que una opinión. Me esperaba lo segundo. Incluso te lo pido",\N,-1
"Lo del CuriousCat parece interesante. Creo que me voy a hacer uno a ver que tal",\N,-1
"#eljuegodemivida Rambo, mi primer juego de 48k en spectrum.... La Abadía del crimen otro potente   #mundoviejuno",\N,-1
"@LionessCourage las etiquetas son necesarias. Lxs locxs molamos. Si no quieres etiquetas no molas  LOOOOCAAAA jajajajaj",\N,-1
"no quiero q troye se haga famoso  q luego empiezan todas las de mi ciudad a mojabraguear",\N,-1
"Mañana vuelta de vacaciones, lunes, ola de calor 40°, si me queréis secuestrarme",\N,-1
"@AlfonsoSeka nooooooo. Ya cocido. Huevos hay. Lo que no hay es ganas de ponerme malo",\N,-1
"Sería tan bonito que la gente comentase mis historias y no sólo les diese like.",\N,-1
"@pescanpra jajaja ya sabes que las canciones hablan mucho de cosas ficticias",\N,-1
"@lopeeez99 Después de todo lo que trabajo normal que duerma hasta las 12, ignorante ...",\N,-1
"@XBustos Me cachis ! Ya se olvidan de la pantalla partida   Pero la verdad tiene buena pinta el juego",\N,-1
"@Zombiexbrain es asqueroso  y lo peor es que te quedas sin saber que hacer y acojonada",\N,-1
"Meses cogiendo peso y ahora bajo 5 kilos en una semana",\N,-1
"@FernandoJaso Yo la verdad que soy de mucho más lejos aún... Asturias... Pero ya coincidiremos!",\N,-1
"Muchas felicidades señor MOTROQUIIIIIIIIIII @motroco Espero que pases un dia genial",\N,-1
"@26Aitor se habia puesto octavo pero en la última vuelta se ha puesto 4",\N,-1
"@mozzarellaplays @Chema_RR @fran_cordobaaaa @V1daldus_Orochi mira que lo intento, pero ni queriendo soy malo tio",\N,-1
"@MegustaDH @RevillaMiguelA @pp  actualmente es el único partido que merece críticas....también los que lo aplauden   bien por Reviñla",\N,-1
"@Charlywayty @Karim0931 cualquiera diría que estamos deseando pasar frío",\N,-1
"Las imágenes del fuego en Jávea son terribles, vaya forma de acabar el verano",\N,-1
"@Organodefuego Vale esperar a las sentencias judiciales. A lo mejor aceptan al pulpo",\N,-1
"@josep pues todo muy bien Eso sí, muchos cambios desde la ultima vez que hablamos",\N,-1
"@DangM3 @muyevil @lsanse Como Pepa y Avelino, Carmen  pero es un lujo tenerles aquí",\N,-1
"@ruthbasauri vente aquí a caceres y te llevo a un sitio donde verás la luna preciosa",\N,-1
"#dueloequilibrista Gracias por hacer la mañana más feliz con el programa LO IMPORTANTE ES NO MIRAR ABAJO!!",\N,-1
"@sergioch23 la segunda! Of course! Con ese ritmo me imagino que estará genial",\N,-1
"Que bonito es estar del otro lado del charco, sin recepción para evitar hacer llamadas en la peda.!",\N,-1
"@DeanLostChild JAJAJA molan, aunque las mías están ya en la caquita",\N,-1
"@LvsyanLoL menuda forma más gratuita de dar envidia por twitter",\N,-1
"@__snowwflake sí, pobre Yoosung  a mí tampoco todo eran corazones rojos, debimos elegir las mismas respuestas xd",\N,-1
"Empieza la temporada 12 de cuarto milenio. Nuevos misterios interesantes....  @navedelmisterio @carmenporter_",\N,-1
"@Los7Reinos @juegotronosplus @HieloyFuegoPod @HieloyFuegoWiki Si es así el spoiler, me va a emocionar ver esa localización en concreto",\N,-1
"@Anpekora nope. Estoy enganchado a JustEat, que alguien me desenganche, pls",\N,-1
"Acabo de perder un vídeo de gabri y yo en la historia de instagram que era genial",\N,-1
